tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt2314952,tvSeries,Comedians in Cars Getting Coffee,Comedians in Cars Getting Coffee,0,2012,2019,20,"Comedy, Family, Talk-Show",8.0,13815
tt23149640,tvMiniSeries,Bargain,Momgap,0,2022,2023,35,"Drama, Thriller",6.6,1396
tt23150904,tvSeries,Curtain Call,Keoteunkol,0,2022,2022,,Drama,7.3,225
tt23152082,tvMiniSeries,Steeltown Murders,Steeltown Murders,0,2023,2023,58,"Crime, Drama, History",7.1,4077
tt23152186,tvMiniSeries,Star Wars: The Clone Wars Legacy,Star Wars: The Clone Wars Legacy,0,2014,2019,23,"Action, Adventure, Animation",6.8,47
tt2315355,tvSeries,Tales of the Frontier,Tales of the Frontier,0,2012,2012,30,Western,8.8,49
tt2315850,tvMiniSeries,Ring of Fire,Ring of Fire,0,2012,2012,,"Drama, Sci-Fi",4.6,1000
tt2315896,tvMiniSeries,Eve of Destruction,Eve of Destruction,0,2013,2013,176,"Action, Drama, Sci-Fi",4.4,795
tt23159124,tvSeries,Mujeres asesinas,Mujeres asesinas,0,2022,,,Thriller,6.2,196
tt2316036,tvSeries,Urban Secrets,Urban Secrets,0,2012,2012,,History,8.0,51
tt2316082,tvSeries,Sex House,Sex House,0,2012,2012,,"Comedy, Horror",8.2,474
tt23161752,tvSeries,The Prank Panel,The Prank Panel,0,2023,2023,,"Comedy, Reality-TV",6.1,505
tt2316238,tvMiniSeries,The Fear,The Fear,0,2012,2012,50,"Crime, Thriller",7.1,1226
tt2316306,tvMiniSeries,Delete,Delete,0,2013,2013,90,"Action, Drama, Sci-Fi",5.5,1550
tt2317469,tvSeries,Alltag unterm Hakenkreuz,Alltag unterm Hakenkreuz,0,2012,,42,"Documentary, History",6.7,6
tt2317591,tvSeries,Damien's Quest,Damien's Quest,0,2012,,10,"Adventure, Comedy, Drama",8.3,80
tt2317751,tvSeries,Indian Premier League,Indian Premier League,0,2008,,,Sport,7.8,2444
tt2317757,tvSeries,Ippatsu Kiki Musume,Ippatsu Kiki Musume,0,1999,1999,4,"Action, Animation, Comedy",6.6,50
tt23177916,tvSeries,Rick Steves' Art of Europe,Rick Steves' Art of Europe,0,2022,,,Documentary,8.9,39
tt2317838,tvSeries,In Treatment,Terápia,0,2012,2017,,Drama,8.7,2352
tt23181168,tvMiniSeries,Our Universe,Our Universe,0,2022,2022,45,Documentary,7.6,3219
tt2318134,tvSeries,Lemon La Vida Loca,Lemon La Vida Loca,0,2012,,30,Comedy,5.9,231
tt23181388,tvMiniSeries,Life on Our Planet,Life on Our Planet,0,2023,,60,Documentary,8.1,6358
tt23181400,tvMiniSeries,Our Oceans,Our Oceans,0,2024,2024,60,Documentary,7.9,652
tt23181418,tvMiniSeries,Our Living World,Our Living World,0,2024,2024,50,Documentary,7.6,850
tt23183522,tvMiniSeries,Prova prova sa sa,Prova prova sa sa,0,2022,,,Comedy,6.0,185
tt23183606,tvSeries,Piiritys,Piiritys,0,2023,,42,"Crime, Drama, Thriller",7.5,317
tt23183618,tvMiniSeries,A Perfect Story,Un cuento perfecto,0,2023,2023,44,"Drama, Romance",7.4,4957
tt23185542,tvMiniSeries,Surat Cinta Untuk Starla: The Series,Surat Cinta Untuk Starla: The Series,0,2022,2023,44,"Drama, Romance",6.0,189
tt23187098,tvSeries,Classified,Classified,0,2023,,,Drama,5.5,230
tt2318903,tvSeries,Bombay Railway,Bombay Railway,0,2007,,,Documentary,7.3,26
tt2319282,tvSeries,The Dumping Ground,The Dumping Ground,0,2013,,30,"Drama, Family",6.9,784
tt2319283,tvSeries,Moone Boy,Moone Boy,0,2012,2015,23,Comedy,8.1,6792
tt2319288,tvSeries,Chronicles of Syntax,Chronicles of Syntax,0,2013,,,"Action, Adventure, Fantasy",7.6,93
tt2319377,tvSeries,Projector,Projector,0,2010,,,Talk-Show,6.6,42
tt2319439,tvMiniSeries,Sword of the Atom,Sword of the Atom,0,2012,,1,"Animation, Sci-Fi, Short",7.2,73
tt2320220,tvSeries,Kamisama Kiss,Kamisama hajimemashita,0,2012,2016,23,"Animation, Comedy, Fantasy",8.1,5685
tt2320524,tvSeries,Amores verdaderos,Amores verdaderos,0,2012,2013,60,"Drama, Romance",7.0,561
tt2321022,tvMiniSeries,En terapia,En terapia,0,2012,2014,30,Drama,8.1,285
tt2321542,tvSeries,"Love, Chunibyo & Other Delusions",Chuunibyou demo koi ga shitai!,0,2012,2014,25,"Animation, Comedy, Drama",7.4,5323
tt2321596,tvSeries,Wolfblood,Wolfblood,0,2012,2017,30,"Family, Fantasy",7.4,4186
tt2321708,tvMiniSeries,The Poison Tree,The Poison Tree,0,2012,2012,60,Drama,5.7,3195
tt23219890,tvMiniSeries,Dating Death,Dating Death,0,2022,2022,,"Crime, Documentary",6.6,130
tt2322091,tvSeries,The Smallest Gnome,Samyy malenkiy gnom,0,1977,1983,38,"Animation, Family",7.7,95
tt23220974,tvSeries,True Story Finland,True Story Finland,0,2022,,,Comedy,7.4,43
tt2322158,tvSeries,Crisis,Crisis,0,2014,2014,60,"Action, Drama, Thriller",7.1,8692
tt23221806,tvMiniSeries,The Breakthrough,Genombrottet,0,2025,2025,40,"Crime, Drama, Mystery",7.1,5427
tt2322215,tvMiniSeries,The Story of Wales,The Story of Wales,0,2012,,58,History,8.0,105
tt2322264,tvSeries,Abby's Ultimate Dance Competition,Abby's Ultimate Dance Competition,0,2012,2013,60,Reality-TV,4.4,824
tt2322438,tvSeries,Larry King Now,Larry King Now,0,2012,2020,,"Comedy, Talk-Show",5.6,448
tt2322468,tvSeries,Krömer - Late Night Show,Krömer - Late Night Show,0,2012,,45,"Comedy, Talk-Show",7.5,65
tt2323034,tvSeries,Special Affairs Team TEN,TEN (Teuk-soo-sa-geon-jeon-dam-ban),0,2011,2013,,"Crime, Drama, Thriller",7.7,148
tt2323135,tvSeries,Push Girls,Push Girls,0,2012,,30,Reality-TV,5.8,278
tt23235340,tvSeries,Kids in Crime,Kids in Crime,0,2022,,21,Drama,8.0,957
tt2323894,tvMiniSeries,One Thousand and One Nights,Le mille e una notte: Aladino e Sherazade,0,2012,,180,"Adventure, Fantasy, Romance",6.9,382
tt23240298,tvSeries,Evy and Always,Evy & Alltid,0,2023,,30,"Comedy, Drama, Romance",6.9,287
tt2324376,tvSeries,Second Generation Wayans,Second Generation Wayans,0,2013,2013,,Comedy,5.3,258
tt2324525,tvSeries,Home with Kids,Jia you er nü,0,2005,,20,"Comedy, Drama",7.3,302
tt2324587,tvSeries,Rest in Peace,Pocivali u miru,0,2013,2018,45,"Crime, Drama, Mystery",8.0,335
tt2324713,tvSeries,Oh! My Lady,Oh! My Lady,0,2010,,,Drama,6.9,257
tt23248022,tvSeries,Mind Your Manners,Mind Your Manners,0,2022,2022,30,Reality-TV,5.9,433
tt2325846,tvSeries,DreamWorks Dragons,Dragons: Riders of Berk,0,2012,2014,22,"Action, Adventure, Animation",7.9,14367
tt23258778,tvSeries,War Gamers,War Gamers,0,2022,2022,,History,8.5,159
tt2326517,tvSeries,"Finding Your Roots with Henry Louis Gates, Jr.","Finding Your Roots with Henry Louis Gates, Jr.",0,2012,,53,"Biography, Documentary, History",8.6,1789
tt2326625,tvSeries,How I Seize It,How I Seize It,0,2010,,10,Comedy,7.9,17
tt2326983,tvMiniSeries,Blackout,Blackout,0,2012,2012,180,"Action, Drama, Thriller",6.3,468
tt23271056,tvMiniSeries,Good Rivals,Good Rivals,0,2022,2022,,"Documentary, Sport",7.2,114
tt2327804,tvSeries,Kids React,Kids React,0,2010,,6,"Comedy, Reality-TV, Short",5.0,1056
tt2327844,tvSeries,Abby & Brittany,Abby & Brittany,0,2012,2012,60,Reality-TV,7.2,94
tt2327933,tvSeries,Alles Klara,Alles Klara,0,2012,2017,45,"Comedy, Crime",7.0,98
tt2328067,tvSeries,Kendra on Top,Kendra on Top,0,2012,2017,30,Reality-TV,3.6,610
tt2328145,tvSeries,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,0,2004,,30,"Action, Animation, Sci-Fi",6.1,148
tt2329024,tvSeries,Ro,Ro,0,2012,2012,,"Drama, Short",7.0,33
tt2329077,tvSeries,Beware the Batman,Beware the Batman,0,2013,2014,22,"Action, Adventure, Animation",7.3,4804
tt2329220,tvSeries,Btooom!,Btooom!,0,2012,2012,25,"Action, Animation, Drama",7.1,5029
tt2329424,tvSeries,Halifax f.p.,Halifax f.p.,0,1994,2001,,Crime,7.2,266
tt2330327,tvSeries,The First Family,The First Family,0,2012,,30,"Comedy, Drama, Family",3.4,373
tt2330549,tvSeries,Totally Biased with W. Kamau Bell,Totally Biased with W. Kamau Bell,0,2012,2013,30,"Comedy, Talk-Show",5.0,959
tt23319074,tvSeries,The Horne Section TV Show,The Horne Section TV Show,0,2022,,23,Comedy,6.5,399
tt2331912,tvSeries,Raisin' Junior,Raisin' Junior,0,2010,,88,Comedy,7.6,39
tt2331972,tvSeries,Harry,Harry,0,2013,2013,60,"Crime, Drama",6.8,260
tt23321516,tvSeries,Aha Na Pellanta,Aha Na Pellanta,0,2022,,,"Comedy, Romance",6.4,160
tt23322920,tvSeries,Koyu Beyaz,Koyu Beyaz,0,2023,,,Comedy,3.4,592
tt23322924,tvSeries,Organizasyon Bizim Isimiz,Organizasyon Bizim Isimiz,0,2023,,,Comedy,7.5,373
tt2332307,tvSeries,The Battle of Hogwarts,The Battle of Hogwarts,0,2011,,,Fantasy,6.6,46
tt2332367,tvSeries,The Pauly D Project,The Pauly D Project,0,2012,2012,30,Reality-TV,4.2,452
tt2332479,tvSeries,Lost Gate,Ztracená brána,0,2012,,,Mystery,7.8,65
tt23328252,tvSeries,Silent,Silent,0,2022,2022,,Romance,7.9,690
tt23330464,tvMiniSeries,Stolen Youth: Inside the Cult at Sarah Lawrence,Stolen Youth: Inside the Cult at Sarah Lawrence,0,2023,2023,68,"Crime, Documentary",7.2,2772
tt23333666,tvSeries,Dharavi Bank,Dharavi Bank,0,2022,,40,"Crime, Drama, Thriller",7.6,4970
tt23334036,tvSeries,World War II: Secrets from Above,World War II: Secrets from Above,0,2022,,,Documentary,7.8,108
tt2333420,tvSeries,Twisted Tales,Twisted Tales,0,2013,,,Horror,4.5,118
tt2334268,tvSeries,De vijfhoek,De vijfhoek,0,2012,2012,,Drama,6.6,76
tt2334302,tvSeries,Citizen Khan,Citizen Khan,0,2012,2016,30,Comedy,6.3,3447
tt2334429,tvSeries,The Voice,The Voice Australia,0,2012,,,"Music, Reality-TV",5.2,925
tt2334524,tvSeries,Very Bad Men,Very Bad Men,0,2006,2014,,"Documentary, History, Mystery",7.2,83
tt2334892,tvMiniSeries,Priceless,Priceless,0,2012,2012,54,Comedy,6.8,353
tt2335590,tvSeries,Harry Potter and the Ten Years Later,Harry Potter and the Ten Years Later,0,2012,,,Comedy,6.5,175
tt2336352,tvMiniSeries,13 Steps Down,13 Steps Down,0,2012,2012,45,"Drama, Thriller",5.9,2620
tt2336630,tvMiniSeries,CAT. 8,CAT. 8,0,2013,,180,"Action, Adventure, Drama",4.5,1430
tt2336809,tvSeries,Face to Face with 'Weird Al' Yankovic,Face to Face with 'Weird Al' Yankovic,0,2012,2012,,Talk-Show,7.5,39
tt2337285,tvSeries,Rox,Rox,0,2011,2015,,Family,7.0,64
tt2337840,tvSeries,Bad Education,Bad Education,0,2012,2024,30,Comedy,7.3,14250
tt2338016,tvMiniSeries,Ray Mears' Northern Wilderness,Ray Mears' Northern Wilderness,0,2009,2009,60,Documentary,8.5,80
tt2338096,tvSeries,Counting Cars,Counting Cars,0,2012,,30,"Documentary, Reality-TV",7.0,3040
tt2338232,tvSeries,The Michael J. Fox Show,The Michael J. Fox Show,0,2013,2014,30,Comedy,6.5,5481
tt2338467,tvMiniSeries,Air Force One Is Down,Air Force One Is Down,0,2013,2013,180,Action,4.1,652
tt2338857,tvSeries,Hiiro no Kakera,Hiiro no Kakera,0,2012,,25,"Animation, Fantasy, Romance",6.8,363
tt2338942,tvSeries,The Adventures of Dunno and His Friends,Priklyucheniya Neznayki i ego druzey,0,1971,1973,,"Animation, Family",6.3,109
tt2339457,tvSeries,Foute Vrienden,Foute Vrienden,0,2013,,30,Comedy,7.4,176
tt2339608,tvSeries,Karadayi,Karadayi,0,2012,2015,120,"Action, Crime, Drama",7.7,6223
tt23396642,tvMiniSeries,Heat,Heat,0,2023,,60,Drama,5.6,371
tt23396714,tvSeries,Sarmasik Zamani,Sarmasik Zamani,0,2023,2023,45,"Drama, Thriller",7.2,322
tt23397438,tvSeries,Höllgrund,Höllgrund,0,2022,,240,"Crime, Drama, Thriller",6.4,106
tt2339875,tvSeries,Accel World,Accel World,0,2012,2023,24,"Action, Animation, Romance",7.0,2466
tt2339881,tvSeries,Falling in Sabei Well,Al-Suqout Fi Bir Sabe',0,1994,1994,54,"Drama, History, War",6.8,116
tt2339980,tvSeries,Kaijudo: Rise of the Duel Masters,Kaijudo: Rise of the Duel Masters,0,2012,2013,30,"Action, Adventure, Animation",6.7,312
tt2340036,tvSeries,Family Tree,Family Tree,0,2013,2013,30,Comedy,7.4,3689
tt2340178,tvSeries,Freakshow,Freakshow,0,2013,2014,30,Reality-TV,7.3,437
tt2340298,tvMiniSeries,The Beauty Inside,The Beauty Inside,0,2012,2012,42,"Comedy, Drama, Romance",8.0,1831
tt2340511,tvMiniSeries,Dusk Maiden of Amnesia,Dusk Maiden of Amnesia,0,2012,2012,24,"Animation, Comedy, Drama",7.3,1298
tt2340720,tvSeries,Me and Mrs Jones,Me and Mrs Jones,0,2012,2012,30,Comedy,7.0,957
tt2340841,tvSeries,Hyouka,Hyouka,0,2012,2012,24,"Animation, Comedy, Drama",7.7,6625
tt2341171,tvSeries,Medaka Box,Medaka Box,0,2012,2012,24,"Action, Animation, Comedy",6.4,332
tt2341199,tvSeries,My Ghost Story,My Ghost Story,0,2010,,60,Documentary,6.6,431
tt2341219,tvSeries,Mysterious Girlfriend X,Nazo no Kanojo X,0,2012,2012,30,"Animation, Comedy, Mystery",7.1,1135
tt2341339,tvSeries,Randy Cunningham: 9th Grade Ninja,Randy Cunningham: 9th Grade Ninja,0,2012,2015,15,"Action, Adventure, Animation",6.7,1797
tt2341340,tvMiniSeries,Akumu chan,Akumu chan,0,2012,2012,54,"Comedy, Fantasy",7.0,136
tt2341375,tvMiniSeries,Kids on the Slope,Sakamichi no Apollon,0,2012,2012,24,"Animation, Drama, Music",8.2,3533
tt2341379,tvMiniSeries,Sankarea,Sankarea,0,2012,2012,24,"Animation, Comedy, Drama",6.7,1511
tt2341669,tvSeries,Playhouse Presents,Playhouse Presents,0,2012,2015,30,Drama,6.7,331
tt2341735,tvSeries,The Winner Is,The Winner Is,0,2012,2013,,"Game-Show, Music, Reality-TV",5.5,61
tt2341757,tvSeries,Tsuritama,Tsuritama,0,2012,,24,"Animation, Comedy, Drama",7.0,315
tt2341762,tvSeries,The Legacy,Arvingerne,0,2014,2017,55,Drama,7.6,3341
tt2341806,tvSeries,To Love-Ru - Darkness,To Love-Ru - Darkness,0,2012,2017,25,"Animation, Comedy, Drama",7.0,1200
tt2341819,tvSeries,Rob Dyrdek's Wild Grinders,Wild Grinders,0,2012,2015,22,"Animation, Comedy, Sport",2.2,1214
tt2342080,tvSeries,Project Z: History of the Zombie Apocalypse,Project Z: History of the Zombie Apocalypse,0,2012,,,Drama,7.3,16
tt2342450,tvSeries,Save the Supers,Save the Supers,0,2012,2012,5,Comedy,7.8,51
tt2342499,tvSeries,Below Deck,Below Deck,0,2013,,43,Reality-TV,7.5,5403
tt2342652,tvSeries,Getting On,Getting On,0,2013,2015,30,Comedy,7.8,4116
tt2343137,tvMiniSeries,Spies of Warsaw,Spies of Warsaw,0,2013,2013,45,"Action, Adventure, Drama",6.7,2685
tt2343157,tvSeries,Vanderpump Rules,Vanderpump Rules,0,2013,,43,Reality-TV,6.2,4509
tt2343188,tvSeries,Redneck Rehab,Redneck Rehab,0,2012,,60,Reality-TV,7.4,20
tt2343250,tvSeries,Hardcore Pawn: Chicago,Hardcore Pawn: Chicago,0,2013,2013,30,Reality-TV,4.2,259
tt2343311,tvSeries,Untamed Americas,Untamed Americas,0,2012,,240,Documentary,8.1,155
tt2343562,tvSeries,Reaction & Review,Reaction & Review,0,2011,2017,,Comedy,7.5,79
tt2343913,tvSeries,Alpimaja,Alpimaja,0,2012,,,"Crime, Drama, Mystery",7.6,71
tt2344145,tvSeries,Buffering,Buffering,0,2012,,,Comedy,8.3,69
tt2344381,tvSeries,Doomsday Bunkers,Doomsday Bunkers,0,2012,,,Reality-TV,6.4,88
tt2344689,tvSeries,Kolah Ghermezi 90,Kolah Ghermezi 90,0,2011,,,"Comedy, Family",8.5,5649
tt2344781,tvSeries,Meet the Adebanjos,Meet the Adebanjos,0,2012,,30,Comedy,7.5,108
tt2345459,tvSeries,8 Out of 10 Cats Does Countdown,8 Out of 10 Cats Does Countdown,0,2012,,30,"Comedy, Game-Show",8.2,6876
tt2345481,tvSeries,Being Mary Jane,Being Mary Jane,0,2013,2019,60,"Drama, Romance, Thriller",7.6,4396
tt23456434,tvSeries,Cracking the Code,Cracking the Code,0,2022,,,Documentary,7.3,41
tt23457644,tvSeries,Kuch Kuch Film Jaisi,Kuch Kuch Film Jaisi,0,2022,,280,Drama,9.3,42
tt23458434,tvSeries,Obituary,Obituary,0,2023,,45,"Comedy, Crime, Drama",7.0,1947
tt2345927,tvSeries,Chad Vader: Day Shift Manager,Chad Vader: Day Shift Manager,0,2006,2012,,"Comedy, Short",7.1,168
tt2346091,tvMiniSeries,Earthflight,Earthflight,0,2011,2012,59,Documentary,8.4,625
tt2346169,tvSeries,Fast N' Loud,Fast n' Loud,0,2012,,60,"Adventure, Comedy, Reality-TV",7.4,2915
tt23461948,tvSeries,Hålla samman,Hålla samman,0,2023,,,"Comedy, Drama",7.1,99
tt23462680,tvSeries,The Challenge: Australia,The Challenge: Australia,0,2022,2022,,Reality-TV,7.2,89
tt23468526,tvSeries,Italia 90: When Football Changed Forever,Italia 90: When Football Changed Forever,0,2022,,47,"Documentary, Sport",7.4,193
tt23469464,tvSeries,Universal Basic Guys,Universal Basic Guys,0,2024,,,"Animation, Comedy",4.7,857
tt2346947,tvSeries,The King 2 Hearts,The King 2 Hearts,0,2012,2012,65,"Action, Drama, Romance",7.6,1581
tt23472304,tvSeries,Not a Murder Story,Fei sha ren xiao shuo,0,2024,2024,,"Crime, Thriller",6.8,64
tt2347511,tvSeries,Syndrome E,Syndrome E,0,2022,,,"Crime, Drama, Thriller",6.4,206
tt23477248,tvSeries,Neon,Neon,0,2023,2023,30,"Comedy, Music",5.2,430
tt2347925,tvMiniSeries,Body of Proof Webisodes,Body of Proof Webisodes,0,2012,,,Drama,8.4,22
tt23480510,tvSeries,Asaf,Asaf,0,2024,2024,45,"Drama, Thriller",5.8,1414
tt2348531,tvSeries,Half in the Bag,Half in the Bag,0,2011,,40,"Comedy, Talk-Show",9.3,5604
tt2348673,tvSeries,How It Works,How It Works,0,2012,2012,60,Documentary,8.4,58
tt2348803,tvSeries,Kuroko's Basketball,Kuroko no basuke,0,2012,2015,24,"Animation, Comedy, Sport",8.2,12793
tt23489278,tvSeries,Dr. Jordan B. Peterson on Marriage,Dr. Jordan B. Peterson on Marriage,0,2022,,,Talk-Show,6.0,74
tt23489560,tvSeries,A2K (America 2 Korea),A2K (America 2 Korea),0,2023,,,Music,7.4,27
tt23489582,tvMiniSeries,Casey Anthony: Where the Truth Lies,Casey Anthony: Where the Truth Lies,0,2022,2022,70,"Crime, Documentary",3.7,1837
tt2349396,tvMiniSeries,Divine Women,Divine Women,0,2012,,59,Documentary,7.6,38
tt2349440,tvSeries,Robot and Monster,Robot and Monster,0,2012,2015,22,"Adventure, Animation, Comedy",5.8,2203
tt2349472,tvSeries,Ave 43,Ave 43,0,2009,,,Comedy,8.3,64
tt2349587,tvSeries,You Can Play This!,You Can Play This!,0,2009,2013,,Comedy,7.5,33
tt2349912,tvSeries,Doctor X,Doctor X ~ Gekai Daimon Michiko ~,0,2012,,54,"Comedy, Drama, Mystery",7.5,825
tt2349968,tvSeries,Homestar Runner,Homestar Runner,0,1996,,,"Animation, Comedy, Sport",8.8,412
tt2350164,tvMiniSeries,Stolen Children,Niños robados,0,2013,,,Drama,7.1,167
tt2350760,tvSeries,The Mimic,The Mimic,0,2013,2014,25,Comedy,7.6,769
tt2350779,tvSeries,Ocean Giants,Ocean Giants,0,2011,,60,Documentary,8.1,225
tt2350826,tvMiniSeries,No. 6,No. 6,0,2011,2011,,"Adventure, Animation, Drama",7.3,2496
tt2351072,tvSeries,Cost of Capital,Cost of Capital,0,2012,,,Drama,7.7,92
tt2351868,tvMiniSeries,Falcón,Falcón,0,2012,2013,,"Crime, Drama",6.4,840
tt2352309,tvSeries,Good God! with God,Good God,0,2012,,30,Comedy,5.3,295
tt2352788,tvSeries,Planet Rocke with Taylor Locke,Planet Rocke with Taylor Locke,0,2012,,,Music,9.0,68
tt2352789,tvSeries,Masterchef Italia,Masterchef Italia,0,2011,,60,Reality-TV,7.8,335
tt2353017,tvSeries,Princess and I,Princess and I,0,2012,2013,,"Adventure, Comedy, Crime",7.4,109
tt2353914,tvSeries,Top Secret Weapons Revealed,Top Secret Weapons Revealed,0,2012,,60,"History, War",7.5,22
tt23541316,tvMiniSeries,Joan,Joan,0,2024,2024,,"Crime, Drama",6.7,3715
tt23546308,tvSeries,Retoure,Retoure,0,2022,,,"Comedy, Drama",6.0,22
tt2354651,tvSeries,America Revealed,America Revealed,0,2012,,60,Documentary,8.0,154
tt23546622,tvSeries,Represent,En place,0,2023,,30,Comedy,6.6,1498
tt2354667,tvSeries,Battlefield Friends,Battlefield Friends,0,2012,,,"Animation, Comedy",8.9,650
tt2354851,tvMiniSeries,World's End,Heimsendir,0,2011,2011,40,"Comedy, Drama",7.5,120
tt2354948,tvSeries,Rochelle,Rochelle,0,2012,2012,,"Drama, Short",6.8,32
tt23550982,tvSeries,Neonstaub,Neonstaub,0,2022,2022,175,Documentary,7.6,9
tt23552196,tvMiniSeries,Alexander Armstrong in South Korea,Alexander Armstrong in South Korea,0,2022,2022,,Documentary,7.0,73
tt2355249,tvMiniSeries,The Last Weekend,The Last Weekend,0,2012,2012,180,Thriller,6.3,528
tt23552900,tvSeries,Ancient Egypt by Train,Ancient Egypt by Train,0,2023,2023,46,Documentary,7.6,86
tt23553820,tvMiniSeries,Dangerous Breed: Crime. Cons. Cats.,Dangerous Breed: Crime. Cons. Cats.,0,2022,2022,,"Crime, Documentary",6.7,235
tt23556906,tvSeries,The Most Beautiful Flower,La flor más bella,0,2022,2022,30,Comedy,6.0,340
tt23556972,tvSeries,I Hate Christmas,Odio Il Natale,0,2022,2023,31,"Comedy, Romance",6.6,2786
tt23557356,tvMiniSeries,A+,A+,0,2023,2023,40,"Crime, Drama, Thriller",7.3,148
tt23557990,tvSeries,Galgos,Galgos,0,2024,2024,,Drama,6.7,195
tt23558096,tvSeries,My Only 12%,My Only 12%,0,2022,2022,40,Romance,7.9,456
tt2355844,tvSeries,Twisted,Twisted,0,2013,2014,60,"Drama, Mystery, Thriller",7.2,10318
tt23558468,tvMiniSeries,Art Crimes,Art Crimes,0,2022,2023,,Documentary,7.1,16
tt2356777,tvSeries,True Detective,True Detective,0,2014,,60,"Crime, Drama, Mystery",8.9,686853
tt2356791,tvSeries,LEGO Chima,Legends of Chima,0,2013,2014,22,"Action, Adventure, Animation",6.3,1335
tt23567986,tvMiniSeries,"Algiers, America: The Relentless Pursuit","Algiers, America",0,2023,2023,,"Documentary, Sport",8.7,107
tt23569850,tvMiniSeries,The Confession,The Confession,0,2022,2022,,"Crime, Documentary, Mystery",6.5,654
tt2357410,tvSeries,Cheating Vegas,Cheating Vegas,0,2012,,60,Reality-TV,8.0,31
tt2357472,tvMiniSeries,The Dust Bowl,The Dust Bowl,0,2012,2012,46,"Documentary, History",8.2,2198
tt23575410,tvSeries,Happy Ending Romance,Happy Ending Romance,0,2022,2022,30,"Drama, Romance",6.4,201
tt2357547,tvSeries,Jessica Jones,Jessica Jones,0,2015,2019,56,"Action, Crime, Drama",7.8,231123
tt23576878,tvSeries,Changing Ends,Changing Ends,0,2023,,30,"Biography, Comedy",7.9,1272
tt2357724,tvSeries,Life with La Toya,Life with La Toya,0,2013,2014,,Reality-TV,7.0,77
tt2357803,tvSeries,ESPN Major League Baseball,MLB on ESPN,0,1990,,,Sport,7.3,291
tt2357807,tvSeries,Edge of War,Edge of War,0,2012,,45,History,7.0,35
tt2357822,tvMiniSeries,Starship Farragut - The Animated Episodes,Starship Farragut - The Animated Episodes,0,2009,2010,,"Action, Adventure, Animation",6.9,31
tt2357837,tvSeries,"Evil, I","Evil, I",0,2012,,,Crime,7.8,63
tt2357908,tvMiniSeries,Quirke,Quirke,0,2013,2014,90,"Crime, Drama, Thriller",6.9,1449
tt2357939,tvSeries,Hollywood Heights,Hollywood Heights,0,2012,2012,60,Drama,7.2,2018
tt2358586,tvMiniSeries,Paper Giants: Magazine Wars,Paper Giants: Magazine Wars,0,2013,2013,,Drama,7.3,153
tt2358629,tvSeries,Some Girls,Some Girls,0,2012,2014,30,Comedy,7.6,1990
tt2358994,tvSeries,One Warm Night,One Warm Night,0,2012,2013,,"Comedy, Drama",4.6,119
tt2359700,tvSeries,Police Log,Main courante,0,2012,,52,"Crime, Drama",6.7,37
tt2359704,tvSeries,JoJo's Bizarre Adventure,JoJo no Kimyô na Bôken,0,2012,,24,"Action, Adventure, Animation",8.5,40108
tt2359935,tvSeries,Letzte Spur Berlin,Letzte Spur Berlin,0,2012,2024,,"Crime, Drama",6.3,209
tt2360110,tvMiniSeries,Senran Kagura: Ninja Flash!,Senran Kagura,0,2013,2013,25,"Action, Animation, Comedy",6.0,281
tt2360717,tvSeries,Satyamev Jayate,Satyamev Jayate,0,2012,2014,65,"Documentary, Talk-Show",8.6,7684
tt2360755,tvSeries,Suvreen Guggal - Topper of the year,Suvreen Guggal - Topper of the year,0,2012,2013,22,Drama,8.0,94
